id,type,dc\.identifier,definition,inScheme,notation,note,prefLabel,topConceptOf,hasTopConcept
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ke,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ke,Laagjes of discontinue lenzen van klei.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KE,Laagjes of discontinue lenzen van klei.,kleilenzen /-laagjes,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/kk,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.kk,Een klast bestaande uit kalkmateriaal.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KK,Een klast bestaande uit kalkmateriaal.,kalkklasten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/kl,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.kl,Klasten bestaande uit kleiig materiaal.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KL,Klasten bestaande uit kleiig materiaal.,kleiklasten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ko,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ko,Een laagvlak rijk aan brokjes van bruinkool of steenkool.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KO,Een laagvlak rijk aan brokjes van bruinkool of steenkool.,laagvlak met koolbrokjes,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/kr,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.kr,Sedimentaire structuur waarbij schuine gelaagdheden voorkomen in verschillende tegengestelde oriëntaties.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KR,Sedimentaire structuur waarbij schuine gelaagdheden voorkomen in verschillende tegengestelde oriëntaties.,kriskras gelaagdheid,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/kv,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.kv,Een laagvlak bestaande uit kleiig materiaal.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,KV,Een laagvlak bestaande uit kleiig materiaal.,kleirijk laagvlak,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/la,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.la,"Fijne discrete laagjes in het sediment of gesteente, tussen 0,005 en 1 mm dik.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LA,"Fijne discrete laagjes in het sediment of gesteente, tussen 0,005 en 1 mm dik.",laminaties,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/le,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.le,Voorkomen van lensvormige discontinue laagjes.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LE,Voorkomen van lensvormige discontinue laagjes.,lensvormige gelaagdheid,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/lf,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.lf,"Geëlongeerde dunne holten in sedimentaire gesteenten, geheel of gedeeltelijk opgevuld.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LF,"Geëlongeerde dunne holten in sedimentaire gesteenten, geheel of gedeeltelijk opgevuld.",laminoid-fenestral structuur,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/li,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.li,Banken bestaande uit ligniet of bruinkool.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LI,Banken bestaande uit ligniet of bruinkool.,lignietbanken,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/lm,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.lm,Banken die verhard zijn door de oxidatie van ijzerhoudende mineralen en de vorming van limoniet.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LM,Banken die verhard zijn door de oxidatie van ijzerhoudende mineralen en de vorming van limoniet.,limoniet- / ijzerbanken,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/lo,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.lo,"Structuur gevormd bij deformatie van nat sediment, bv. nadat zand wordt afgezet bovenop klei waarbij het zand deels inzakt en ronde afdrukken achterlaat in de klei.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,LO,"Structuur gevormd bij deformatie van nat sediment, bv. nadat zand wordt afgezet bovenop klei waarbij het zand deels inzakt en ronde afdrukken achterlaat in de klei.",load cast,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ma,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ma,Zonder interne structuur.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,MA,Zonder interne structuur.,massief (compact),https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/mi,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.mi,"Een vlak rijk aan mica's of glimmers, plaatvormige fyllosilicaten.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,MI,"Een vlak rijk aan mica's of glimmers, plaatvormige fyllosilicaten.",micarijk vlak,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/mu,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.mu,Gesteente met een zeer fijne kleiige textuur.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,MU,Gesteente met een zeer fijne kleiige textuur.,mudstone textuur,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/no,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.no,Een sedimentair gesteente rijk aan afgeronde vormen (nodules).,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,NO,Een sedimentair gesteente rijk aan afgeronde vormen (nodules).,nodulair,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ob,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ob,Sedimentaire structuur onbepaald,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,OB,Sedimentaire structuur onbepaald,onbepaald,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/on,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.on,Een korrel met carbonaatcoating gevormd door microbiële matten met irregulaire laminae.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,ON,Een korrel met carbonaatcoating gevormd door microbiële matten met irregulaire laminae.,oncolieten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/oo,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.oo,Een kleine (< 2 mm) korrel met carbonaat- of ijzercoating met een cortex van fijne concentrische laminae zonder biogene eigenschappen en een nucleus bestaande uit een schelpfragment of een zandkorrel.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,OO,Een kleine (< 2 mm) korrel met carbonaat- of ijzercoating met een cortex van fijne concentrische laminae zonder biogene eigenschappen en een nucleus bestaande uit een schelpfragment of een zandkorrel.,oölieten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/pe,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.pe,"Een ovoïde tot sferisch micriet deeltje zonder interne structuur, met een diameter van 0,03 tot 0,15 mm.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,PE,"Een ovoïde tot sferisch micriet deeltje zonder interne structuur, met een diameter van 0,03 tot 0,15 mm.",pellets,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/pi,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.pi,Een korrel met carbonaatcoating groter dan 2 mm in diameter.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,PI,Een korrel met carbonaatcoating groter dan 2 mm in diameter.,pisoiden,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/pl,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.pl,Mengsel van plantenresten.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,PL,Mengsel van plantenresten.,aangespoelde plantenresten / plantenhaksel,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ps,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ps,Een gesteente bestaande uit pisoiden.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,PS,Een gesteente bestaande uit pisoiden.,pisolieten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/pt,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.pt,"Klastische kalksteen waarbij de korrels elkaar ondersteunen, met een beperkte hoeveelheid kalkmodder.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,PT,"Klastische kalksteen waarbij de korrels elkaar ondersteunen, met een beperkte hoeveelheid kalkmodder.",packstone textuur,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/re,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.re,"Cilindrische vormen en afdrukken in het gesteente, bv. door graafactiviteit van organismen.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,RE,"Cilindrische vormen en afdrukken in het gesteente, bv. door graafactiviteit van organismen.",'regendruppels' (cf. Planolites),https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/ru,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.ru,"Een klastisch gesteente met meer dan 30 % grindkorrels (> 2 mm), met of zonder een matrix van zand en/of klei.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,RU,"Een klastisch gesteente met meer dan 30 % grindkorrels (> 2 mm), met of zonder een matrix van zand en/of klei.",rudstone,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/sg,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.sg,De karakteristieke structuur gevormd door de stroomafwaartse migratie van onderwaterstructuren met een schuin sedimentair oppervlak.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,SG,De karakteristieke structuur gevormd door de stroomafwaartse migratie van onderwaterstructuren met een schuin sedimentair oppervlak.,schuine gelaagdheid,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/sl,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.sl,Neerwaarts massatransport van sediment onder invloed van de zwaartekracht. Vaak sterke interne deformatie.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,SL,Neerwaarts massatransport van sediment onder invloed van de zwaartekracht. Vaak sterke interne deformatie.,slumping,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/sp,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.sp,"Een chemische neerslag gevormd in een grot (bv. stalagmieten en stalactieten). Doorgaans bestaande uit calciet, maar soms ook gips of haliet.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,SP,"Een chemische neerslag gevormd in een grot (bv. stalagmieten en stalactieten). Doorgaans bestaande uit calciet, maar soms ook gips of haliet.",speleotheem,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/sr,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.sr,Golvende structuren of ribbels gevormd door de stroming van water.,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,SR,Golvende structuren of ribbels gevormd door de stroming van water.,stroomribbels,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/st,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.st,"Afzetting, sediment of gesteente met duidelijk herkenbare gelaagdheid of stratificatie.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,ST,"Afzetting, sediment of gesteente met duidelijk herkenbare gelaagdheid of stratificatie.",stratificaties,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/tu,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.tu,"Een afzetting gevormd onder invloed van een onderwater densiteitsstroming van sediment in suspensie, onder invloed van de zwaartekracht, met het potentieel om over zeer zachte hellingen (< 1%) naar beneden of zelfs hellingopwaarts te stromen.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,TU,"Een afzetting gevormd onder invloed van een onderwater densiteitsstroming van sediment in suspensie, onder invloed van de zwaartekracht, met het potentieel om over zeer zachte hellingen (< 1%) naar beneden of zelfs hellingopwaarts te stromen.",turbidiet,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/sedimentairestructuurtype/us,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.sedimentairestructuurtype.us,"Spleten gevormd door uitdroging, vaak in hexagonaal patroon en gevormd in kleiig sediment.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,US,"Spleten gevormd door uitdroging, vaak in hexagonaal patroon en gevormd in kleiig sediment.",uitdrogingsspleten,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/sedimentairestructuurtype,null
